Sítio,Coleta,Setor,Nível,Técnica de transformação,Matériaprima,Classe artefatual,Estado de preservação,Tipo de córtex,Tipo de lascas,Talão,Preparação,Canto ventral,Forma do bulbo,Número de cicatrizes,Direção das cicatrizes,Perfil,Tipo de núcleo,Tipo de plataforma de percussão,Tipo de instrumento,Base de modificação primária,Tipo de modificação,Extensão,Posição,Morfologia,Delineamento,Ângulo,Localização,Repartição,Padrão de ocorrência,Marcas de uso,Direção microlascamentos
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,8 (70 - 80),Vestígios de utilização,Basalto,Instrumento,Completo,Seixo,,,,,,,,,,,Instrumento sobre peça bruta,Bloco,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Liso,Sem preparação,Sem lábio,Difuso,4 ou +,Ortogonal,Curvo,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,4 ou +,Paralela,Helicoidal,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Com preparação,Sem lábio,Difuso,2,Paralela,Helicoidal,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,3,Ortogonal,Curvo,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Indeterminada,Silexito,Detrito,Indeterminada,Seixo,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Unipolar,Basalto,Lasca,Mesial,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 1,9 (80 - 90),Vestígios de utilização,Basalto,Instrumento,Completo,Seixo,,,,,,,,,,,Instrumento sobre peça bruta,Seixo,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Com preparação,Sem lábio,Difuso,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Unipolar,Silexito,Instrumento,Fragmentado,Inexistente,,,,,,,,,,,Bifacial,Indeterminado,Retoque,Marginal regular,Bifacial,Paralela,Retilíneo,Rasante (0 - 20),Todo o contorno bifacial,Total,Contínuo,,
SCTA19,Quadrícula 2,Setor 2,6 (50 - 60),Unipolar,Silexito,Instrumento,Completo,Inexistente,,,,,,,,,,,Bifacial,Indeterminado,Retoque,Invasor irregular,Bifacial,Subparalela,Retilíneo,Rasante (0 - 20),Todo o contorno bifacial,Total,Contínuo,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Sem transformação,Basalto,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Sem transformação,Basalto,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Sem transformação,Basalto,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Sem transformação,Basalto,Bruto,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Puntiforme,Sem preparação,Sem lábio,Difuso,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,3,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Plaqueta,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Com preparação,Sem lábio,Difuso,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Indeterminada,Silexito,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,4 (30 - 40),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Indeterminada,Basalto,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,5 (40 - 50),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Diedro,Sem preparação,Sem lábio,Pronunciado,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,6 (50 - 60),Indeterminada,Basalto,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,6 (50 - 60),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Pronunciado,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,7 (60 - 70),Indeterminada,Basalto,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,7 (60 - 70),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,7 (60 - 70),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,8 (70 - 80),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,8 (70 - 80),Unipolar,Silexito,Instrumento,Proximal/Mesial,Inexistente,,,,,,,,,,,Unifacial,Indeterminado,Retoque,Marginal regular,Direto,Paralela,Retilíneo,Rasante (0 - 20),Lateral,Parcial,Contínuo,,
SCTA19,Quadrícula 2,Setor 3,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Linear,Sem preparação,Sem lábio,Difuso,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,2,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,9 (80 - 90),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de retoque,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,9 (80 - 90),Indeterminada,Silexito,Detrito,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,9 (80 - 90),Indeterminada,Silexito,Detrito,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,9 (80 - 90),Indeterminada,Basalto,Detrito,Indeterminada,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,10 (90 - 100),Unipolar,Silexito,Lasca,Completo,Plaqueta,Lasca cortical,Liso,Sem preparação,Sem lábio,Pronunciado,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,10 (90 - 100),Unipolar,Silexito,Lasca,Completo,Plaqueta,Lasca cortical,Liso,Sem preparação,Sem lábio,Pronunciado,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,10 (90 - 100),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,3,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 2,Setor 3,10 (90 - 100),Unipolar,Silexito,Núcleo,Completo,Plaqueta,,,,,,,,,Núcleo unipolar com dois planos de percussão em ângulo,Cortical,,,,,,,,,,,,,
SCTA19,Corte 3,,3 (20 - 30),Sem transformação,Arenito,Bruto,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Corte 3,,3 (20 - 30),Sem transformação,Arenito,Bruto,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Corte 3,,3 (20 - 30),Sem transformação,Basalto,Bruto,Completo,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Corte 3,,3 (20 - 30),Sem transformação,Basalto,Bruto,Completo,Indeterminado,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Corte 3,,3 (20 - 30),Indeterminada,Silexito,Detrito,Indeterminada,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Detrito,Indeterminada,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Plaqueta,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Unipolar,Silexito,Lasca,Completo,Plaqueta,Lasca cortical,Liso,Sem preparação,Sem lábio,Pronunciado,Nenhuma,Sem informação,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Difuso,1,Uma cicatriz,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de debitagem,Liso,Sem preparação,Sem lábio,Pronunciado,2,Paralela,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Unipolar,Silexito,Lasca,Completo,Inexistente,Lasca de formatação,Indeterminado,Sem preparação,Sem lábio,Pronunciado,4 ou +,Ortogonal,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,1 (0 - 10),Unipolar,Basalto,Instrumento,Completo,Seixo,,,,,,,,,,,Bifacial,Indeterminado,,,,,,,,,,,
SCTA19,Quadrícula 1,Setor 3,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 1,Setor 3,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 1,Setor 3,6 (50 - 60),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 1,Setor 3,6 (50 - 60),Unipolar,Silexito,Instrumento,Completo,Plaqueta,,,,,,,,,,,Bifacial,Plaqueta,Retoque,Envolvente regular,Bifacial,Indeterminada,Convexo,Rasante (0 - 20),Todo o contorno bifacial,Total,Contínuo,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
SCTA19,Quadrícula 3,,2 (10 - 20),Indeterminada,Silexito,Lasca,Fragmentado,Inexistente,,,,,,,,,,,,,,,,,,,,,,,
